Sentence #,Word,POS,Tag
Sentence: 11,tea,NN,plant
Sentence: 11,tea,NN,plant
Sentence: 11,i,NN,O
Sentence: 11,p,VBP,O
Sentence: 11,administration,NN,O
Sentence: 11,of,IN,O
Sentence: 11,a,DT,O
Sentence: 11,green,JJ,plant
Sentence: 11,green,JJ,plant
Sentence: 11,tea,NN,plant
Sentence: 11,tea,NN,plant
Sentence: 11,polyphenol,NN,O
Sentence: 11,fraction,NN,O
Sentence: 11,or,CC,O
Sentence: 11,i,VB,O
Sentence: 11,p,JJ,O
Sentence: 11,administration,NN,O
Sentence: 11,of,IN,O
Sentence: 11,epigallocatechin,JJ,O
Sentence: 11,gallate,NN,O
Sentence: 11,inhibited,VBD,O
Sentence: 11,the,DT,O
Sentence: 11,growth,NN,O
Sentence: 11,and,CC,O
Sentence: 11,or,CC,O
Sentence: 11,caused,VBD,O
Sentence: 11,the,DT,O
Sentence: 11,regression,NN,O
Sentence: 11,of,IN,O
Sentence: 11,established,VBN,O
Sentence: 11,experimentally,RB,O
Sentence: 11,induced,JJ,O
Sentence: 11,skin,NN,disease
Sentence: 11,papillomas,NN,disease
Sentence: 12,the,DT,O
Sentence: 12,consumption,NN,O
Sentence: 12,of,IN,O
Sentence: 12,coffee,NN,plant
Sentence: 12,is,VBZ,O
Sentence: 12,a,DT,O
Sentence: 12,self,NN,O
Sentence: 12,reinforcing,VBG,O
Sentence: 12,behavior,NN,O
Sentence: 12,and,CC,O
Sentence: 12,caffeine,NN,O
Sentence: 12,dependence,NN,O
Sentence: 12,and,CC,O
Sentence: 12,addiction,NN,disease
Sentence: 12,are,VBP,O
Sentence: 13,initial,JJ,O
Sentence: 13,trials,NNS,O
Sentence: 13,showing,VBG,O
Sentence: 13,coffee,NN,plant
Sentence: 13,s,NN,O
Sentence: 13,association,NN,O
Sentence: 13,with,IN,O
Sentence: 13,coronary,JJ,disease
Sentence: 13,disease,NN,disease
Sentence: 13,and,CC,O
Sentence: 13,myocardial,JJ,O
Sentence: 13,infarction,NN,O
Sentence: 13,have,VBP,O
Sentence: 13,been,VBN,O
Sentence: 13,difficult,JJ,O
Sentence: 13,to,TO,O
Sentence: 13,reproduce,VB,O
Sentence: 13,and,CC,O
Sentence: 13,have,VB,O
Sentence: 13,many,JJ,O
Sentence: 13,confounding,VBG,O
Sentence: 14,initial,JJ,O
Sentence: 14,trials,NNS,O
Sentence: 14,showing,VBG,O
Sentence: 14,coffee,NN,plant
Sentence: 14,s,NN,O
Sentence: 14,association,NN,O
Sentence: 14,with,IN,O
Sentence: 14,coronary,JJ,O
Sentence: 14,disease,NN,O
Sentence: 14,and,CC,O
Sentence: 14,myocardial,JJ,disease
Sentence: 14,infarction,NN,disease
Sentence: 14,have,VBP,O
Sentence: 14,been,VBN,O
Sentence: 14,difficult,JJ,O
Sentence: 14,to,TO,O
Sentence: 14,reproduce,VB,O
Sentence: 14,and,CC,O
Sentence: 14,have,VB,O
Sentence: 14,many,JJ,O
Sentence: 14,confounding,VBG,O
Sentence: 15,at,IN,O
Sentence: 15,present,JJ,O
Sentence: 15,there,EX,O
Sentence: 15,is,VBZ,O
Sentence: 15,no,DT,O
Sentence: 15,convincing,VBG,O
Sentence: 15,evidence,NN,O
Sentence: 15,that,IN,O
Sentence: 15,caffeine,NN,O
Sentence: 15,or,CC,O
Sentence: 15,coffee,NN,plant
Sentence: 15,consumption,NN,O
Sentence: 15,increases,VBZ,O
Sentence: 15,the,DT,O
Sentence: 15,risk,NN,O
Sentence: 15,for,IN,O
Sentence: 15,any,DT,O
Sentence: 15,solid,JJ,disease
Sentence: 15,tumor,NN,disease
Sentence: 16,our,PRP$,O
Sentence: 16,data,NNS,O
Sentence: 16,suggest,VBP,O
Sentence: 16,that,IN,O
Sentence: 16,long,JJ,O
Sentence: 16,term,NN,O
Sentence: 16,exposure,NN,O
Sentence: 16,to,TO,O
Sentence: 16,hemp,VB,plant
Sentence: 16,dust,NN,O
Sentence: 16,may,MD,O
Sentence: 16,cause,VB,O
Sentence: 16,the,DT,O
Sentence: 16,development,NN,O
Sentence: 16,of,IN,O
Sentence: 16,chronic,JJ,O
Sentence: 16,respiratory,NN,disease
Sentence: 16,symptoms,NNS,disease
Sentence: 16,and,CC,O
Sentence: 16,impairment,NN,O
Sentence: 16,of,IN,O
Sentence: 16,ventilatory,NN,O
Sentence: 16,capacity,NN,O
Sentence: 17,atrial,JJ,disease
Sentence: 17,tachyarrhythmias,NNS,disease
Sentence: 17,are,VBP,O
Sentence: 17,a,DT,O
Sentence: 17,common,JJ,O
Sentence: 17,manifestation,NN,O
Sentence: 17,of,IN,O
Sentence: 17,digitalis,NN,plant
Sentence: 18,halothane,NN,O
Sentence: 18,is,VBZ,O
Sentence: 18,known,VBN,O
Sentence: 18,to,TO,O
Sentence: 18,oppose,VB,O
Sentence: 18,digitalis,NNS,plant
Sentence: 18,induced,JJ,O
Sentence: 18,ventricular,JJ,disease
Sentence: 18,arrhythmias,NN,disease
Sentence: 19,its,PRP$,O
Sentence: 19,effect,NN,O
Sentence: 19,on,IN,O
Sentence: 19,digitalis,NNS,plant
Sentence: 19,caused,VBN,O
Sentence: 19,atrial,JJ,disease
Sentence: 19,arrhythmias,NN,disease
Sentence: 19,is,VBZ,O
Sentence: 20,first,RB,O
Sentence: 20,increasing,VBG,O
Sentence: 20,ouabain,NN,O
Sentence: 20,concentrations,NNS,O
Sentence: 20,would,MD,O
Sentence: 20,enhance,VB,O
Sentence: 20,automaticity,NN,O
Sentence: 20,of,IN,O
Sentence: 20,sap,NN,O
Sentence: 20,compared,VBN,O
Sentence: 20,to,TO,O
Sentence: 20,the,DT,O
Sentence: 20,sa,NN,O
Sentence: 20,node,NN,O
Sentence: 20,and,CC,O
Sentence: 20,that,IN,O
Sentence: 20,such,JJ,O
Sentence: 20,enhanced,JJ,O
Sentence: 20,automaticity,NN,O
Sentence: 20,could,MD,O
Sentence: 20,explain,VB,O
Sentence: 20,digitalis,NNS,plant
Sentence: 20,caused,VBN,O
Sentence: 20,atrial,JJ,disease
Sentence: 20,tachyarrhythmias,NN,disease
Sentence: 21,second,JJ,O
Sentence: 21,halothane,NN,O
Sentence: 21,would,MD,O
Sentence: 21,oppose,VB,O
Sentence: 21,such,JJ,O
Sentence: 21,enhanced,JJ,O
Sentence: 21,automaticity,NN,O
Sentence: 21,of,IN,O
Sentence: 21,sap,NN,O
Sentence: 21,thereby,NN,O
Sentence: 21,opposing,VBG,O
Sentence: 21,digitalis,NNS,plant
Sentence: 21,caused,VBD,O
Sentence: 21,atrial,JJ,disease
Sentence: 21,tachyarrhythmias,NN,disease
Sentence: 22,both,DT,O
Sentence: 22,cases,NNS,O
Sentence: 22,proved,VBD,O
Sentence: 22,to,TO,O
Sentence: 22,be,VB,O
Sentence: 22,cotton,VBN,plant
Sentence: 22,material,NN,O
Sentence: 22,induced,VBN,O
Sentence: 22,granulomas,NN,disease
Sentence: 23,coffee,NN,plant
Sentence: 23,caffeine,NN,O
Sentence: 23,and,CC,O
Sentence: 23,cardiovascular,JJ,disease
Sentence: 23,disease,NN,disease
Sentence: 23,in,IN,O
Sentence: 24,background,NN,O
Sentence: 24,for,IN,O
Sentence: 24,many,JJ,O
Sentence: 24,years,NNS,O
Sentence: 24,an,DT,O
Sentence: 24,association,NN,O
Sentence: 24,between,IN,O
Sentence: 24,coffee,NN,plant
Sentence: 24,consumption,NN,O
Sentence: 24,and,CC,O
Sentence: 24,the,DT,O
Sentence: 24,risk,NN,O
Sentence: 24,of,IN,O
Sentence: 24,coronary,JJ,disease
Sentence: 24,heart,NN,disease
Sentence: 24,disease,NN,disease
Sentence: 24,has,VBZ,O
Sentence: 24,been,VBN,O
Sentence: 25,although,IN,O
Sentence: 25,based,VBN,O
Sentence: 25,on,IN,O
Sentence: 25,small,JJ,O
Sentence: 25,numbers,NNS,O
Sentence: 25,of,IN,O
Sentence: 25,end,NN,O
Sentence: 25,points,NNS,O
Sentence: 25,a,DT,O
Sentence: 25,prospective,JJ,O
Sentence: 25,study,NN,O
Sentence: 25,has,VBZ,O
Sentence: 25,suggested,VBN,O
Sentence: 25,a,DT,O
Sentence: 25,particularly,RB,O
Sentence: 25,strong,JJ,O
Sentence: 25,association,NN,O
Sentence: 25,between,IN,O
Sentence: 25,recent,JJ,O
Sentence: 25,coffee,NN,plant
Sentence: 25,drinking,NN,O
Sentence: 25,and,CC,O
Sentence: 25,the,DT,O
Sentence: 25,incidence,NN,O
Sentence: 25,of,IN,O
Sentence: 25,cardiovascular,JJ,disease
Sentence: 25,disease,NN,disease
Sentence: 26,methods,NNS,O
Sentence: 26,we,PRP,O
Sentence: 26,examined,VBD,O
Sentence: 26,prospectively,RB,O
Sentence: 26,the,DT,O
Sentence: 26,relation,NN,O
Sentence: 26,of,IN,O
Sentence: 26,coffee,NN,plant
Sentence: 26,consumption,NN,O
Sentence: 26,with,IN,O
Sentence: 26,the,DT,O
Sentence: 26,risk,NN,O
Sentence: 26,of,IN,O
Sentence: 26,myocardial,JJ,disease
Sentence: 26,infarction,NN,disease
Sentence: 26,need,NN,O
Sentence: 26,for,IN,O
Sentence: 26,coronary,JJ,O
Sentence: 26,artery,NN,O
Sentence: 26,bypass,NN,O
Sentence: 26,grafting,NN,O
Sentence: 26,or,CC,O
Sentence: 26,angioplasty,NN,O
Sentence: 26,and,CC,O
Sentence: 26,risk,NN,O
Sentence: 26,of,IN,O
Sentence: 26,stroke,NN,O
Sentence: 26,in,IN,O
Sentence: 26,a,DT,O
Sentence: 26,cohort,NN,O
Sentence: 26,of,IN,O
Sentence: 26,45,CD,O
Sentence: 26,589,CD,O
Sentence: 26,u,JJ,O
Sentence: 26,s,JJ,O
Sentence: 26,men,NNS,O
Sentence: 26,who,WP,O
Sentence: 26,were,VBD,O
Sentence: 26,40,CD,O
Sentence: 26,to,TO,O
Sentence: 26,75,CD,O
Sentence: 26,years,NNS,O
Sentence: 26,old,JJ,O
Sentence: 26,in,IN,O
Sentence: 26,1986,CD,O
Sentence: 26,and,CC,O
Sentence: 26,who,WP,O
Sentence: 26,had,VBD,O
Sentence: 26,no,DT,O
Sentence: 26,history,NN,O
Sentence: 26,of,IN,O
Sentence: 26,cardiovascular,NN,O
Sentence: 27,methods,NNS,O
Sentence: 27,we,PRP,O
Sentence: 27,examined,VBD,O
Sentence: 27,prospectively,RB,O
Sentence: 27,the,DT,O
Sentence: 27,relation,NN,O
Sentence: 27,of,IN,O
Sentence: 27,coffee,NN,plant
Sentence: 27,consumption,NN,O
Sentence: 27,with,IN,O
Sentence: 27,the,DT,O
Sentence: 27,risk,NN,O
Sentence: 27,of,IN,O
Sentence: 27,myocardial,JJ,O
Sentence: 27,infarction,NN,O
Sentence: 27,need,NN,O
Sentence: 27,for,IN,O
Sentence: 27,coronary,JJ,O
Sentence: 27,artery,NN,O
Sentence: 27,bypass,NN,O
Sentence: 27,grafting,NN,O
Sentence: 27,or,CC,O
Sentence: 27,angioplasty,NN,O
Sentence: 27,and,CC,O
Sentence: 27,risk,NN,O
Sentence: 27,of,IN,O
Sentence: 27,stroke,NN,disease
Sentence: 27,in,IN,O
Sentence: 27,a,DT,O
Sentence: 27,cohort,NN,O
Sentence: 27,of,IN,O
Sentence: 27,45,CD,O
Sentence: 27,589,CD,O
Sentence: 27,u,JJ,O
Sentence: 27,s,JJ,O
Sentence: 27,men,NNS,O
Sentence: 27,who,WP,O
Sentence: 27,were,VBD,O
Sentence: 27,40,CD,O
Sentence: 27,to,TO,O
Sentence: 27,75,CD,O
Sentence: 27,years,NNS,O
Sentence: 27,old,JJ,O
Sentence: 27,in,IN,O
Sentence: 27,1986,CD,O
Sentence: 27,and,CC,O
Sentence: 27,who,WP,O
Sentence: 27,had,VBD,O
Sentence: 27,no,DT,O
Sentence: 27,history,NN,O
Sentence: 27,of,IN,O
Sentence: 27,cardiovascular,NN,O
Sentence: 28,methods,NNS,O
Sentence: 28,we,PRP,O
Sentence: 28,examined,VBD,O
Sentence: 28,prospectively,RB,O
Sentence: 28,the,DT,O
Sentence: 28,relation,NN,O
Sentence: 28,of,IN,O
Sentence: 28,coffee,NN,plant
Sentence: 28,consumption,NN,O
Sentence: 28,with,IN,O
Sentence: 28,the,DT,O
Sentence: 28,risk,NN,O
Sentence: 28,of,IN,O
Sentence: 28,myocardial,JJ,O
Sentence: 28,infarction,NN,O
